,Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
3084,All modes,First degree,CAH3,CAH16-01-01,Law,Q24: How clear is it that students' feedback on the course is acted on?,114,198.5,,18,42.5,43,10.5,,2,53.1,57.5,-4.5,4.5,1.9,66.7,27.1,6.2,128,59.4
3085,All modes,First degree,CAH3,CAH16-01-01,Law,Q25: How well does the students' union (association or guild) represent students' academic interests?,108,198.5,,20.5,51.5,25.5,10.5,,7,66.7,70.2,-3.6,4.3,1.9,59.6,32.3,8.1,128,59.4
3086,All modes,First degree,CAH3,CAH16-01-01,Law,Q26: How well communicated was information about your university/college's mental wellbeing support services?,112.5,198.5,,24,46,29,13.5,,2,62.2,75.4,-13.1,4.3,1.8,99.3,0.6,0,128,59.4
3087,All modes,First degree,CAH3,CAH16-01-01,Law,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",113.5,198.5,,47,48.5,13.5,4.5,,1,84.1,85.3,-1.1,3.3,2.1,33.7,52.9,13.5,128,59.4
3088,All modes,First degree,CAH3,CAH16-01-01,Law,Theme 1: Teaching on my course,118,198.5,,,,,,,,93.3,85.3,8.1,2.9,1.9,0,2.7,97.3,128,59.4
3089,All modes,First degree,CAH3,CAH16-01-01,Law,Theme 2: Learning opportunities,118,198.5,,,,,,,,82.3,79.5,2.9,3.6,1.9,6.7,39.3,54,128,59.4
3090,All modes,First degree,CAH3,CAH16-01-01,Law,Theme 3: Assessment and feedback,118,198.5,,,,,,,,79.5,72.6,6.9,3.8,1.9,0.7,11.8,87.6,128,59.4
3091,All modes,First degree,CAH3,CAH16-01-01,Law,Theme 4: Academic support,118,198.5,,,,,,,,90,82.7,7.4,3.2,1.9,0.1,6.1,93.8,128,59.4
3092,All modes,First degree,CAH3,CAH16-01-01,Law,Theme 5: Organisation and management,118,198.5,,,,,,,,76.7,77.3,-0.6,3.8,1.9,31.3,48,20.7,128,59.4
3093,All modes,First degree,CAH3,CAH16-01-01,Law,Theme 6: Learning resources,117,198.5,,,,,,,,87.7,87.6,0.1,3,1.9,19,59.2,21.7,128,59.4
3094,All modes,First degree,CAH3,CAH16-01-01,Law,Theme 7: Student voice,117,198.5,,,,,,,,67.5,69.2,-1.7,4.2,1.9,42.2,41.7,16.1,128,59.4
3095,All modes,First degree,CAH1,CAH17,Business and management,Q01: How good are teaching staff at explaining things?,210.3,319.1,,69.42,128.22,11.68,1,,0,94,91.4,2.6,1.8,1.2,0.2,47.2,52.5,242,65.9
3096,All modes,First degree,CAH1,CAH17,Business and management,Q02: How often do teaching staff make the subject engaging?,210.3,319.1,,54.1,112.16,39.72,4.34,,0,79.1,79.4,-0.4,2.8,1.2,22.2,63,14.8,242,65.9
3097,All modes,First degree,CAH1,CAH17,Business and management,Q03: How often is the course intellectually stimulating?,209.3,319.1,,94.8100000000001,96.8200000000001,16.02,1.67,,1,91.5,79.8,11.7,2.4,1.2,0,0,100,242,65.9
3098,All modes,First degree,CAH1,CAH17,Business and management,Q04: How often does your course challenge you to achieve your best work?,210.3,319.1,,100.82,82.8,23.03,3.67,,0,87.3,80.9,6.4,2.4,1.2,0,5.4,94.6,242,65.9
3099,All modes,First degree,CAH1,CAH17,Business and management,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,210.3,319.1,,92.48,91.81,22.36,3.67,,0,87.6,82.4,5.3,2.4,1.2,0.1,12.7,87.2,242,65.9
3100,All modes,First degree,CAH1,CAH17,Business and management,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,209.3,319.1,,89.8000000000001,94.15,22.7,2.67,,1,87.9,86,1.9,2.3,1.2,2.9,58.3,38.9,242,65.9
3101,All modes,First degree,CAH1,CAH17,Business and management,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,210.3,319.1,,96.4900000000001,85.78,25.71,2.34,,0,86.7,84,2.7,2.4,1.2,1.6,45.6,52.8,242,65.9
3102,All modes,First degree,CAH1,CAH17,Business and management,Q08: To what extent does your course have the right balance of directed and independent study?,210.3,319.1,,84.4600000000001,74.79,36.73,14.34,,0,75.7,80.9,-5.2,2.8,1.2,83.5,16.2,0.3,242,65.9
3103,All modes,First degree,CAH1,CAH17,Business and management,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,210.3,319.1,,73.11,87.15,38.39,11.67,,0,76.2,81.6,-5.4,2.7,1.2,85.3,14.5,0.2,242,65.9
3104,All modes,First degree,CAH1,CAH17,Business and management,Q10: How clear were the marking criteria used to assess your work?,210.3,319.1,,44.05,102.16,48.42,15.69,,0,69.5,78.1,-8.6,3,1.2,98,2,0,242,65.9
3105,All modes,First degree,CAH1,CAH17,Business and management,Q11: How fair has the marking and assessment been on your course?,210.3,319.1,,52.06,111.19,34.72,12.35,,0,77.6,79.4,-1.8,2.7,1.2,39.3,54.7,6,242,65.9
3106,All modes,First degree,CAH1,CAH17,Business and management,Q12: How well have assessments allowed you to demonstrate what you have learned?,210.3,319.1,,50.06,103.17,45.41,11.68,,0,72.9,82,-9.1,2.8,1.2,99.1,0.9,0,242,65.9
3107,All modes,First degree,CAH1,CAH17,Business and management,Q13: How often have you received assessment feedback on time?,209.3,319.1,,63.77,86.13,44.06,15.36,,1,71.6,78.1,-6.4,2.9,1.2,91.3,8.6,0.1,242,65.9
3108,All modes,First degree,CAH1,CAH17,Business and management,Q14: How often does feedback help you to improve your work?,209.3,319.1,,40.06,84.81,54.08,30.37,,1,59.7,71.5,-11.9,3.2,1.1,99.8,0.2,0,242,65.9
3109,All modes,First degree,CAH1,CAH17,Business and management,Q15: How easy was it to contact teaching staff when you needed to?,208.7,319.1,,107.49,82.47,16.69,2,,1.67,91,84.8,6.3,2.3,1.2,0,4.7,95.3,242,65.9
3110,All modes,First degree,CAH1,CAH17,Business and management,Q16: How well have teaching staff supported your learning?,208.3,319.1,,85.44,91.84,27.04,4,,2,85.1,86.1,-1,2.4,1.2,26.2,66,7.8,242,65.9
3111,All modes,First degree,CAH1,CAH17,Business and management,Q17: How well organised is your course?,210.3,319.1,,82.44,97.1700000000001,26.04,4.67,,0,85.4,83,2.4,2.5,1.2,2.6,48.5,48.9,242,65.9
3112,All modes,First degree,CAH1,CAH17,Business and management,Q18: How well were any changes to teaching on your course communicated?,203,319.1,,87.46,89.4900000000001,19.36,6.67,,7.34,87.2,83.2,4,2.5,1.2,0.5,27.6,71.9,242,65.9
3113,All modes,First degree,CAH1,CAH17,Business and management,Q19: How well have the IT resources and facilities supported your learning?,204,319.1,,87.8,79.46,27.71,9.01,,5.34,82,86.4,-4.4,2.5,1.2,77.2,22.5,0.3,242,65.9
3114,All modes,First degree,CAH1,CAH17,Business and management,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",202.7,319.1,,83.46,94.1600000000001,21.36,3.67,,6.67,87.6,90.2,-2.5,2.2,1.1,50.5,48.4,1.1,242,65.9
3115,All modes,First degree,CAH1,CAH17,Business and management,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",198,319.1,,89.47,91.15,13.69,3.67,,11.34,91.2,88.1,3.1,2.2,1.1,0.5,38.6,60.9,242,65.9
3116,All modes,First degree,CAH1,CAH17,Business and management,Q22: To what extent do you get the right opportunities to give feedback on your course?,209.3,319.1,,83.78,86.15,32.71,6.68,,0,81.2,82.9,-1.7,2.6,1.2,38.3,56.2,5.5,242,65.9
3117,All modes,First degree,CAH1,CAH17,Business and management,Q23: To what extent are students' opinions about the course valued by staff?,206,319.1,,61.75,81.4700000000001,46.07,16.69,,3.34,69.5,77.8,-8.3,3,1.2,97.1,2.8,0,242,65.9
3118,All modes,First degree,CAH1,CAH17,Business and management,Q24: How clear is it that students' feedback on the course is acted on?,204.3,319.1,,46.72,69.46,65.1,23.04,,5,56.9,70.6,-13.8,3.3,1.2,100,0,0,242,65.9
3119,All modes,First degree,CAH1,CAH17,Business and management,Q25: How well does the students' union (association or guild) represent students' academic interests?,192.3,319.1,,42.06,83.49,45.06,21.69,,17.02,65.3,76.7,-11.4,3.2,1.1,99.7,0.3,0,242,65.9
3120,All modes,First degree,CAH1,CAH17,Business and management,Q26: How well communicated was information about your university/college's mental wellbeing support services?,198,319.1,,65.09,80.48,35.07,17.34,,10.34,73.5,82.6,-9.1,2.9,1.1,98.8,1.2,0,242,65.9
3121,All modes,First degree,CAH1,CAH17,Business and management,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",207.3,319.1,,87.45,90.8300000000001,24.37,4.67,,1,86,87.7,-1.7,2.3,1.3,36.3,60.1,3.7,242,65.9
3122,All modes,First degree,CAH1,CAH17,Business and management,Theme 1: Teaching on my course,210.3,319.1,,,,,,,,88,82.9,5.1,2.4,1.2,0.1,13.6,86.3,242,65.9
3123,All modes,First degree,CAH1,CAH17,Business and management,Theme 2: Learning opportunities,210.3,319.1,,,,,,,,82.7,82.9,-0.2,2.6,1.2,18.5,66.7,14.8,242,65.9
3124,All modes,First degree,CAH1,CAH17,Business and management,Theme 3: Assessment and feedback,210.3,319.1,,,,,,,,70.3,77.7,-7.5,3,1.2,95.3,4.6,0,242,65.9
3125,All modes,First degree,CAH1,CAH17,Business and management,Theme 4: Academic support,210.3,319.1,,,,,,,,88,85.4,2.6,2.3,1.2,1.4,46.4,52.2,242,65.9
3126,All modes,First degree,CAH1,CAH17,Business and management,Theme 5: Organisation and management,210.3,319.1,,,,,,,,85.6,83,2.6,2.5,1.2,2.1,45.6,52.3,242,65.9
3127,All modes,First degree,CAH1,CAH17,Business and management,Theme 6: Learning resources,209.3,319.1,,,,,,,,86.8,88.1,-1.3,2.3,1.2,29.7,65.4,4.9,242,65.9
3128,All modes,First degree,CAH1,CAH17,Business and management,Theme 7: Student voice,209.3,319.1,,,,,,,,69.6,77.1,-7.5,3,1.2,94.9,5,0.1,242,65.9
3129,All modes,First degree,CAH2,CAH17-01,Business and management,Q01: How good are teaching staff at explaining things?,210.3,319.1,,69.42,128.22,11.68,1,,0,94,91.4,2.6,1.8,1.2,0.2,47.2,52.5,242,65.9
3130,All modes,First degree,CAH2,CAH17-01,Business and management,Q02: How often do teaching staff make the subject engaging?,210.3,319.1,,54.1,112.16,39.72,4.34,,0,79.1,79.4,-0.4,2.8,1.2,22.2,63,14.8,242,65.9
3131,All modes,First degree,CAH2,CAH17-01,Business and management,Q03: How often is the course intellectually stimulating?,209.3,319.1,,94.8100000000001,96.8200000000001,16.02,1.67,,1,91.5,79.8,11.7,2.4,1.2,0,0,100,242,65.9
3132,All modes,First degree,CAH2,CAH17-01,Business and management,Q04: How often does your course challenge you to achieve your best work?,210.3,319.1,,100.82,82.8,23.03,3.67,,0,87.3,80.9,6.4,2.4,1.2,0,5.4,94.6,242,65.9
3133,All modes,First degree,CAH2,CAH17-01,Business and management,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,210.3,319.1,,92.48,91.81,22.36,3.67,,0,87.6,82.4,5.3,2.4,1.2,0.1,12.7,87.2,242,65.9
3134,All modes,First degree,CAH2,CAH17-01,Business and management,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,209.3,319.1,,89.8000000000001,94.15,22.7,2.67,,1,87.9,86,1.9,2.3,1.2,2.9,58.3,38.9,242,65.9
3135,All modes,First degree,CAH2,CAH17-01,Business and management,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,210.3,319.1,,96.4900000000001,85.78,25.71,2.34,,0,86.7,84,2.7,2.4,1.2,1.6,45.6,52.8,242,65.9
3136,All modes,First degree,CAH2,CAH17-01,Business and management,Q08: To what extent does your course have the right balance of directed and independent study?,210.3,319.1,,84.4600000000001,74.79,36.73,14.34,,0,75.7,80.9,-5.2,2.8,1.2,83.5,16.2,0.3,242,65.9
3137,All modes,First degree,CAH2,CAH17-01,Business and management,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,210.3,319.1,,73.11,87.15,38.39,11.67,,0,76.2,81.6,-5.4,2.7,1.2,85.3,14.5,0.2,242,65.9
3138,All modes,First degree,CAH2,CAH17-01,Business and management,Q10: How clear were the marking criteria used to assess your work?,210.3,319.1,,44.05,102.16,48.42,15.69,,0,69.5,78.1,-8.6,3,1.2,98,2,0,242,65.9
3139,All modes,First degree,CAH2,CAH17-01,Business and management,Q11: How fair has the marking and assessment been on your course?,210.3,319.1,,52.06,111.19,34.72,12.35,,0,77.6,79.4,-1.8,2.7,1.2,39.3,54.7,6,242,65.9
3140,All modes,First degree,CAH2,CAH17-01,Business and management,Q12: How well have assessments allowed you to demonstrate what you have learned?,210.3,319.1,,50.06,103.17,45.41,11.68,,0,72.9,82,-9.1,2.8,1.2,99.1,0.9,0,242,65.9
3141,All modes,First degree,CAH2,CAH17-01,Business and management,Q13: How often have you received assessment feedback on time?,209.3,319.1,,63.77,86.13,44.06,15.36,,1,71.6,78.1,-6.4,2.9,1.2,91.3,8.6,0.1,242,65.9
3142,All modes,First degree,CAH2,CAH17-01,Business and management,Q14: How often does feedback help you to improve your work?,209.3,319.1,,40.06,84.81,54.08,30.37,,1,59.7,71.5,-11.9,3.2,1.1,99.8,0.2,0,242,65.9
3143,All modes,First degree,CAH2,CAH17-01,Business and management,Q15: How easy was it to contact teaching staff when you needed to?,208.7,319.1,,107.49,82.47,16.69,2,,1.67,91,84.8,6.3,2.3,1.2,0,4.7,95.3,242,65.9
3144,All modes,First degree,CAH2,CAH17-01,Business and management,Q16: How well have teaching staff supported your learning?,208.3,319.1,,85.44,91.84,27.04,4,,2,85.1,86.1,-1,2.4,1.2,26.2,66,7.8,242,65.9
3145,All modes,First degree,CAH2,CAH17-01,Business and management,Q17: How well organised is your course?,210.3,319.1,,82.44,97.1700000000001,26.04,4.67,,0,85.4,83,2.4,2.5,1.2,2.6,48.5,48.9,242,65.9
3146,All modes,First degree,CAH2,CAH17-01,Business and management,Q18: How well were any changes to teaching on your course communicated?,203,319.1,,87.46,89.4900000000001,19.36,6.67,,7.34,87.2,83.2,4,2.5,1.2,0.5,27.6,71.9,242,65.9
3147,All modes,First degree,CAH2,CAH17-01,Business and management,Q19: How well have the IT resources and facilities supported your learning?,204,319.1,,87.8,79.46,27.71,9.01,,5.34,82,86.4,-4.4,2.5,1.2,77.2,22.5,0.3,242,65.9
3148,All modes,First degree,CAH2,CAH17-01,Business and management,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",202.7,319.1,,83.46,94.1600000000001,21.36,3.67,,6.67,87.6,90.2,-2.5,2.2,1.1,50.5,48.4,1.1,242,65.9
3149,All modes,First degree,CAH2,CAH17-01,Business and management,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",198,319.1,,89.47,91.15,13.69,3.67,,11.34,91.2,88.1,3.1,2.2,1.1,0.5,38.6,60.9,242,65.9
3150,All modes,First degree,CAH2,CAH17-01,Business and management,Q22: To what extent do you get the right opportunities to give feedback on your course?,209.3,319.1,,83.78,86.15,32.71,6.68,,0,81.2,82.9,-1.7,2.6,1.2,38.3,56.2,5.5,242,65.9
3151,All modes,First degree,CAH2,CAH17-01,Business and management,Q23: To what extent are students' opinions about the course valued by staff?,206,319.1,,61.75,81.4700000000001,46.07,16.69,,3.34,69.5,77.8,-8.3,3,1.2,97.1,2.8,0,242,65.9
3152,All modes,First degree,CAH2,CAH17-01,Business and management,Q24: How clear is it that students' feedback on the course is acted on?,204.3,319.1,,46.72,69.46,65.1,23.04,,5,56.9,70.6,-13.8,3.3,1.2,100,0,0,242,65.9
3153,All modes,First degree,CAH2,CAH17-01,Business and management,Q25: How well does the students' union (association or guild) represent students' academic interests?,192.3,319.1,,42.06,83.49,45.06,21.69,,17.02,65.3,76.7,-11.4,3.2,1.1,99.7,0.3,0,242,65.9
3154,All modes,First degree,CAH2,CAH17-01,Business and management,Q26: How well communicated was information about your university/college's mental wellbeing support services?,198,319.1,,65.09,80.48,35.07,17.34,,10.34,73.5,82.6,-9.1,2.9,1.1,98.8,1.2,0,242,65.9
3155,All modes,First degree,CAH2,CAH17-01,Business and management,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",207.3,319.1,,87.45,90.8300000000001,24.37,4.67,,1,86,87.7,-1.7,2.3,1.3,36.3,60.1,3.7,242,65.9
3156,All modes,First degree,CAH2,CAH17-01,Business and management,Theme 1: Teaching on my course,210.3,319.1,,,,,,,,88,82.9,5.1,2.4,1.2,0.1,13.6,86.3,242,65.9
3157,All modes,First degree,CAH2,CAH17-01,Business and management,Theme 2: Learning opportunities,210.3,319.1,,,,,,,,82.7,82.9,-0.2,2.6,1.2,18.5,66.7,14.8,242,65.9
3158,All modes,First degree,CAH2,CAH17-01,Business and management,Theme 3: Assessment and feedback,210.3,319.1,,,,,,,,70.3,77.7,-7.5,3,1.2,95.3,4.6,0,242,65.9
3159,All modes,First degree,CAH2,CAH17-01,Business and management,Theme 4: Academic support,210.3,319.1,,,,,,,,88,85.4,2.6,2.3,1.2,1.4,46.4,52.2,242,65.9
3160,All modes,First degree,CAH2,CAH17-01,Business and management,Theme 5: Organisation and management,210.3,319.1,,,,,,,,85.6,83,2.6,2.5,1.2,2.1,45.6,52.3,242,65.9
3161,All modes,First degree,CAH2,CAH17-01,Business and management,Theme 6: Learning resources,209.3,319.1,,,,,,,,86.8,88.1,-1.3,2.3,1.2,29.7,65.4,4.9,242,65.9
3162,All modes,First degree,CAH2,CAH17-01,Business and management,Theme 7: Student voice,209.3,319.1,,,,,,,,69.6,77.1,-7.5,3,1.2,94.9,5,0.1,242,65.9
3163,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q01: How good are teaching staff at explaining things?,99,168,,29,64,5,1,,0,93.9,91.7,2.3,2.6,1.2,3.4,49.9,46.7,99,58.9
3164,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q02: How often do teaching staff make the subject engaging?,99,168,,18,61,19,1,,0,79.8,80.4,-0.6,4,1.2,31.5,46.5,22,99,58.9
3165,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q03: How often is the course intellectually stimulating?,98,168,,38,52,7,1,,1,91.8,80.2,11.6,3.5,1.2,0,0.5,99.5,99,58.9
3166,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q04: How often does your course challenge you to achieve your best work?,99,168,,44,42,12,1,,0,86.9,80.9,6,3.5,1.2,0.8,15.1,84.1,99,58.9
3167,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,99,168,,38,44,14,3,,0,82.8,83,-0.1,3.6,1.2,25.7,51.1,23.2,99,58.9
3168,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,98,168,,39,44,14,1,,1,84.7,86.3,-1.6,3.4,1.2,40.2,48.4,11.4,99,58.9
3169,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,99,168,,43,43,12,1,,0,86.9,84.6,2.3,3.5,1.2,8.9,43.7,47.4,99,58.9
3170,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q08: To what extent does your course have the right balance of directed and independent study?,99,168,,38,37,15,9,,0,75.8,81.3,-5.5,4.1,1.2,76.9,20.6,2.5,99,58.9
3171,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,99,168,,28,44,18,9,,0,72.7,81.8,-9.1,4,1.2,94.8,5,0.2,99,58.9
3172,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q10: How clear were the marking criteria used to assess your work?,99,168,,16,53,23,7,,0,69.7,78.3,-8.6,4.3,1.2,92.3,7.2,0.5,99,58.9
3173,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q11: How fair has the marking and assessment been on your course?,99,168,,20,57,15,7,,0,77.8,79.4,-1.6,4,1.2,41.2,43.4,15.4,99,58.9
3174,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q12: How well have assessments allowed you to demonstrate what you have learned?,99,168,,18,55,20,6,,0,73.7,82.1,-8.4,4.1,1.2,92.4,7.2,0.4,99,58.9
3175,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q13: How often have you received assessment feedback on time?,98,168,,22,41,28,7,,1,64.3,78.3,-14,4.3,1.2,99.6,0.4,0,99,58.9
3176,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q14: How often does feedback help you to improve your work?,98,168,,13,41,29,15,,1,55.1,71.9,-16.8,4.7,1.1,99.9,0.1,0,99,58.9
3177,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q15: How easy was it to contact teaching staff when you needed to?,99,168,,45,42,10,2,,0,87.9,85,2.8,3.3,1.2,5.5,40.4,54.1,99,58.9
3178,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q16: How well have teaching staff supported your learning?,98,168,,40,41,14,3,,1,82.7,86.4,-3.8,3.6,1.2,63.8,32.3,3.9,99,58.9
3179,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q17: How well organised is your course?,99,168,,30,53,14,2,,0,83.8,83.1,0.7,3.7,1.2,19.4,49,31.6,99,58.9
3180,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q18: How well were any changes to teaching on your course communicated?,96,168,,35,46,11,4,,3,84.4,83.9,0.5,3.7,1.2,20.7,49.6,29.7,99,58.9
3181,All modes,First degree,CAH3,CAH17-01-04,Management studies,Q19: How well have the IT resources and facilities supported your learning?,96,168,,37,36,16,7,,2,76,86.7,-10.6,3.8,1.2,98.4,1.5,0,99,58.9
3182,All modes,First degree,CAH3,CAH17-01-04,Management studies,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",95,168,,33,51,10,1,,3,88.4,90.8,-2.4,3.2,1.1,48.6,44.9,6.5,99,58.9
